Suburb,States,Postcode,Longitude,Lattitude
BONNET BAY,NSW,2226,151.06,-34.01
BONNY HILLS,NSW,2445,152.83,-31.58
BONNYRIGG,NSW,2177,150.89,-33.89
BONNYRIGG HEIGHTS,NSW,2177,150.87,-33.89
BONSHAW,NSW,2361,151.28,-29.05
BONVILLE,NSW,2441,153.04,-30.38
BOOERIE CREEK,NSW,2480,153.26,-28.79
BOOK BOOK,NSW,2650,147.56,-35.37
BOOKER BAY,NSW,2257,151.35,-33.52
BOOKHAM,NSW,2582,148.64,-34.81
BOOKOOKOORARA,NSW,2372,152.09,-28.78
BOOKRAM,NSW,2460,153.24,-29.69
BOOLAMBAYTE,NSW,2423,152.28,-32.4
BOOLAROO,NSW,2284,151.62,-32.95
BOOLCARROLL,NSW,2388,149.44,-30.05
BOOLIGAL,NSW,2711,144.88,-33.87
BOOLIJAH,NSW,2540,150.34,-35.06
BOOMANOOMANA,NSW,2712,145.84,-35.97
BOOMERANG BEACH,NSW,2428,152.54,-32.34
BOOMEY,NSW,2866,148.99,-32.99
BOOMI,NSW,2405,149.58,-28.72
BOOMI CREEK,NSW,2476,152.6,-28.48
BOONA MOUNT,NSW,2877,147.2,-32.63
BOONAL,NSW,2409,150.54,-28.76
BOONOO BOONOO,NSW,2372,152.1,-28.88
BOORABEE PARK,NSW,2480,153.07,-28.72
BOORAGUL,NSW,2284,151.61,-32.97
BOORAL,NSW,2425,151.96,-32.48
BOORGA,NSW,2652,146.02,-34.03
BOORGANNA,NSW,2429,152.4,-31.63
BOOROLONG,NSW,2350,151.53,-30.32
BOOROOK,NSW,2372,152.26,-28.76
BOOROOMA,NSW,2650,147.37,-35.07
BOOROORBAN,NSW,2710,144.76,-34.93
BOOROWA,NSW,2586,148.72,-34.44
BOOTAWA,NSW,2430,152.36,-31.93
BOOTHENBA,NSW,2830,148.68,-32.19
BOOTI BOOTI,NSW,2428,152.52,-32.31
BOOYONG,NSW,2480,153.45,-28.75
BORA RIDGE,NSW,2471,153.23,-29.05
BORAH CREEK,NSW,2346,150.52,-30.62
BORAMBIL,NSW,2343,147.28,-33.18
BORAMBOLA,NSW,2650,147.62,-35.17
BORDER RANGES,NSW,2474,153.06,-28.39
BOREE,NSW,2800,148.84,-33.23
BOREE CREEK,NSW,2652,146.61,-35.11
BORENORE,NSW,2800,148.97,-33.25
BORO,NSW,2622,149.7,-35.17
BOSSLEY PARK,NSW,2176,150.89,-33.86
BOSTOBRICK,NSW,2453,152.63,-30.27
BOTANY,NSW,2019,151.2,-33.94
BOTANY BAY,NSW,,151.17,-33.99
BOTOBOLAR,NSW,2850,149.85,-32.53
BOTTLE CREEK,NSW,2469,152.65,-28.79
BOUDDI,NSW,2257,151.39,-33.52
BOURBAH,NSW,2828,148.17,-31.24
BOURKE,NSW,2840,145.94,-30.09
BOURKELANDS,NSW,2650,147.35,-35.15
BOURNDA,NSW,2548,149.9,-36.83
BOURNEWOOD,NSW,2868,148.75,-32.75
BOW BOWING,NSW,2566,150.84,-34.02
BOWAN PARK,NSW,2864,148.83,-33.31
BOWEN MOUNTAIN,NSW,2753,150.63,-33.57
BOWENFELS,NSW,2790,150.13,-33.49
BOWLING ALLEY POINT,NSW,2340,151.14,-31.4
BOWMAN,NSW,2422,151.82,-31.93
BOWMAN FARM,NSW,2422,151.93,-31.91
BOWMANS CREEK,NSW,2330,151.15,-32.27
BOWNA,NSW,2644,147.12,-35.95
BOWNING,NSW,2582,148.82,-34.77
BOWRAL,NSW,2576,150.42,-34.48
BOWRAVILLE,NSW,2449,152.85,-30.64
BOX HEAD,NSW,2257,151.36,-33.53
BOX HILL,NSW,2765,150.9,-33.67
BOX RIDGE,NSW,2357,149.58,-31.46
BOXERS CREEK,NSW,2580,149.83,-34.77
BOYDTOWN,NSW,2551,149.87,-37.11
BRADBURY,NSW,2560,150.81,-34.08
BRAEFIELD,NSW,2339,150.7,-31.57
BRAEMAR,NSW,2575,150.48,-34.43
BRAEMAR BAY,NSW,2628,148.65,-36.1
BRAIDWOOD,NSW,2622,149.8,-35.45
BRANDY HILL,NSW,2324,151.69,-32.69
BRANXTON,NSW,2335,151.35,-32.66
BRAUNSTONE,NSW,2460,152.96,-29.8
BRAWBOY,NSW,2337,150.64,-31.97
BRAY PARK,NSW,2484,153.37,-28.34
BRAYS CREEK,NSW,2484,153.2,-28.4
BRAYTON,NSW,2579,149.96,-34.65
BREADALBANE,NSW,2581,149.49,-34.79
BREAKFAST CREEK,NSW,2849,149.99,-32.67
BREAKFAST POINT,NSW,2137,151.11,-33.84
BREAM BEACH,NSW,2540,150.66,-35.11
BREDBO,NSW,2626,149.15,-35.96
BREELONG,NSW,2827,148.79,-31.81
BREEZA,NSW,2381,150.47,-31.25
BRETTI,NSW,2422,151.92,-31.78
BREWARRINA,NSW,2839,146.86,-29.96
BREWONGLE,NSW,2795,149.72,-33.48
BRIARBROOK,NSW,2365,151.36,-30.17
BRIBBAREE,NSW,2594,147.88,-34.12
BRIDGMAN,NSW,2330,151.19,-32.45
BRIERFIELD,NSW,2454,152.9,-30.5
BRIGHTON-LE-SANDS,NSW,2216,151.15,-33.96
BRIGHTWATERS,NSW,2264,151.55,-33.12
BRIL BRIL,NSW,2441,152.58,-31.28
BRIMBIN,NSW,2430,152.49,-31.87
BRINDABELLA,NSW,2611,148.75,-35.39
BRINERVILLE,NSW,2441,152.55,-30.48
BRINGELLY,NSW,2556,150.73,-33.94
BRINGENBRONG,NSW,3707,148.05,-36.15
BRISBANE GROVE,NSW,2580,149.74,-34.79
BROADMEADOW,NSW,2292,151.73,-32.92
BROADWATER,NSW,2472,153.42,-29.02
BROADWATER,NSW,2549,153.42,-29.02
BROADWAY,NSW,2581,149.09,-34.72
BROBENAH,NSW,2705,146.41,-34.52
BROCKLEHURST,NSW,2830,148.62,-32.18
BROCKLESBY,NSW,2642,146.68,-35.82
BROCKLEY,NSW,2365,151.86,-30.26
BRODIES PLAINS,NSW,2360,151.2,-29.81
BROGANS CREEK,NSW,2848,149.97,-32.99
BROGERS CREEK,NSW,2535,150.69,-34.7
BROGO,NSW,2550,149.82,-36.57
BROKE,NSW,2330,151.1,-32.75
BROKEN HEAD,NSW,2481,153.61,-28.7
BROKEN HILL,NSW,2880,141.47,-31.96
BROMBIN,NSW,2446,152.64,-31.45
BRONTE,NSW,2024,151.26,-33.91
BROOKDALE,NSW,2656,146.93,-35.16
BROOKFIELD,NSW,2420,151.76,-32.5
BROOKLANA,NSW,2450,152.89,-30.3
BROOKLET,NSW,2479,153.5,-28.74
BROOKLYN,NSW,2083,151.23,-33.55
BROOKONG,NSW,2656,146.55,-35.28
BROOKVALE,NSW,2100,151.27,-33.76
BROOMAN,NSW,2538,150.26,-35.5
BROOMS HEAD,NSW,2463,153.34,-29.61
BROUGHAMS GATE,NSW,2880,141.3,-30.91
BROUGHTON,NSW,2535,150.71,-34.75
BROUGHTON VALE,NSW,2535,150.7,-34.77
BROUGHTON VILLAGE,NSW,2534,150.75,-34.74
BROULEE,NSW,2537,150.17,-35.86
BROWNLOW HILL,NSW,2570,150.66,-34.02
BROWNS CREEK,NSW,2799,149.15,-33.52
BROWNS MOUNTAIN,NSW,2540,150.51,-34.8
BROWNSVILLE,NSW,2530,150.81,-34.49
BRUAH,NSW,2830,148.77,-32.16
BRUCEDALE,NSW,2650,147.41,-35.04
BRUIE PLAINS,NSW,2875,147.87,-32.82
BRUINBUN,NSW,2795,149.46,-33.14
BRUMBY PLAINS,NSW,2476,152.66,-28.46
BRUNDEE,NSW,2540,150.66,-34.89
BRUNGLE,NSW,2722,148.23,-35.15
BRUNGLE CREEK,NSW,2722,148.31,-35.16
BRUNKERVILLE,NSW,2323,151.48,-32.94
BRUNSWICK HEADS,NSW,2483,153.55,-28.54
BRUSHGROVE,NSW,2460,153.08,-29.57
BRUSHY CREEK,NSW,2365,151.48,-30.16
BUANGLA,NSW,2540,150.41,-34.88
BUCCA,NSW,2450,153.09,-30.21
BUCCA WAUKA,NSW,2429,152.15,-32.1
BUCCARUMBI,NSW,2460,152.59,-29.84
BUCHANAN,NSW,2323,151.53,-32.83
BUCKAJO,NSW,2550,149.71,-36.69
BUCKAROO,NSW,2850,149.64,-32.55
BUCKENBOWRA,NSW,2536,149.99,-35.65
BUCKENDERRA,NSW,2630,148.76,-36.18
BUCKENDOON,NSW,2472,153.34,-29.04
BUCKETTY,NSW,2250,151.14,-33.11
BUCKRA BENDINNI,NSW,2449,152.7,-30.65
BUDAWANG,NSW,2622,149.99,-35.47
BUDDABADAH,NSW,2825,147.17,-31.97
BUDDEN,NSW,2849,150.06,-32.52
BUDDEROO,NSW,2535,150.66,-34.68
BUDDONG,NSW,2720,148.17,-35.67
BUDGEE BUDGEE,NSW,2850,149.66,-32.53
BUDGEWOI,NSW,2262,151.55,-33.23
BUDGEWOI PENINSULA,NSW,2262,151.59,-33.21
BUDGONG,NSW,2577,150.47,-34.81
BUFF POINT,NSW,2262,151.53,-33.22
BUGALDIE,NSW,2357,149.11,-31.12
BUKALONG,NSW,2632,149.2,-36.8
BUKKULLA,NSW,2360,151.13,-29.5
BULAHDELAH,NSW,2423,152.21,-32.41
BULEE,NSW,2622,150.13,-35
BULGA,NSW,2330,151.02,-32.65
BULGA FOREST,NSW,2429,152.19,-31.61
BULGARY,NSW,2650,146.95,-35.03
BULLA,NSW,2835,144.42,-32.03
BULLA CREEK,NSW,2594,148.26,-34.11
BULLABURRA,NSW,2784,150.42,-33.72
BULLAGREEN,NSW,2824,148.04,-31.35
BULLARAH,NSW,2400,149.14,-29.4
BULLATALE,NSW,2710,145.14,-35.79
BULLAWA CREEK,NSW,2390,150.04,-30.27
BULLDOG,NSW,2469,152.5,-29.03
BULLI,NSW,2516,150.91,-34.33
BULLIAC,NSW,2422,152.04,-31.92
BULLIO,NSW,2575,150.15,-34.35
BULYEROI,NSW,2387,149.23,-29.79
BUMBALDRY,NSW,2794,148.44,-33.91
BUMBALONG,NSW,2626,149.1,-35.85
BUMBERRY,NSW,2870,148.52,-33.16
BUNDABAH,NSW,2324,152.06,-32.66
BUNDABURRAH,NSW,2871,147.88,-33.47
BUNDAGEN,NSW,2454,153.06,-30.42
BUNDANOON,NSW,2578,150.3,-34.66
BUNDARRA,NSW,2359,151.08,-30.17
BUNDEENA,NSW,2230,151.15,-34.08
BUNDELLA,NSW,2343,149.99,-31.57
BUNDEMAR,NSW,2823,148.23,-31.78
BUNDEWALLAH,NSW,2535,150.67,-34.76
BUNDOOK,NSW,2422,152.12,-31.9
BUNDURE,NSW,2700,145.97,-35.15
BUNGABA,NSW,2852,149.65,-32.18
BUNGABBEE,NSW,2480,153.13,-28.76
BUNGALORA,NSW,2486,153.48,-28.25
BUNGARBY,NSW,2630,149.01,-36.68
BUNGAWALBIN,NSW,2469,153.19,-29.13
BUNGENDORE,NSW,2621,149.44,-35.25
BUNGLEGUMBIE,NSW,2830,148.58,-32.19
BUNGONIA,NSW,2580,149.94,-34.85
BUNGOWANNAH,NSW,2640,146.75,-36
BUNGWAHL,NSW,2423,152.45,-32.39
BUNNALOO,NSW,2731,144.59,-35.79
BUNNAN,NSW,2337,150.59,-32.04
BUNYAH,NSW,2429,152.22,-32.16
BUNYAN,NSW,2630,149.15,-36.17
BURCHER,NSW,2671,147.25,-33.52
BUREEN,NSW,2328,150.72,-32.46
BURNT BRIDGE,NSW,2440,152.8,-31.11
BURNT YARDS,NSW,2792,149.02,-33.58
BURONGA,NSW,2739,142.18,-34.17
BURRA,NSW,2620,149.23,-35.62
BURRA,NSW,2653,149.23,-35.62
BURRA CREEK,NSW,2722,148.06,-34.89
BURRABADINE,NSW,2830,148.53,-32.21
BURRABOI,NSW,2732,144.32,-35.39
BURRADOO,NSW,2576,150.41,-34.5
BURRAGA,NSW,2795,149.53,-33.95
BURRAGATE,NSW,2550,149.62,-37.01
BURRANDANA,NSW,2650,147.35,-35.42
BURRANEER,NSW,2230,151.14,-34.06
BURRANGONG,NSW,2594,148.24,-34.3
BURRAPINE,NSW,2447,152.65,-30.73
BURRAWANG,NSW,2577,150.52,-34.59
BURRELL CREEK,NSW,2429,152.3,-31.95
BURREN JUNCTION,NSW,2386,148.97,-30.11
BURRIER,NSW,2540,150.45,-34.87
BURRILL LAKE,NSW,2539,150.44,-35.39
BURRINGBAR,NSW,2483,153.47,-28.43
BURRINJUCK,NSW,2582,148.6,-35
BURROWAY,NSW,2821,148.35,-32.06
BURRUMBUTTOCK,NSW,2642,146.8,-35.83
BURRUNDULLA,NSW,2850,149.64,-32.63
BURWOOD,NSW,2134,151.1,-33.88
BURWOOD HEIGHTS,NSW,2136,151.1,-33.89
BUSBY,NSW,2168,150.88,-33.91
BUSBYS FLAT,NSW,2469,152.78,-29.07
BUSHELLS RIDGE,NSW,2259,151.47,-33.21
BUTLERS FALLS,NSW,2830,148.64,-32.3
BUTTABA,NSW,2283,151.58,-33.05
BUTTAI,NSW,2323,151.56,-32.82
BUTTERWICK,NSW,2321,151.64,-32.66
BUXTON,NSW,2571,150.53,-34.25
BYABARRA,NSW,2446,152.55,-31.52
BYADBO WILDERNESS,NSW,2628,148.62,-36.82
BYANGUM,NSW,2484,153.36,-28.36
BYLONG,NSW,2849,150.12,-32.41
BYNG,NSW,2800,149.25,-33.35
BYROCK,NSW,2831,146.4,-30.66
BYRON BAY,NSW,2481,153.61,-28.64
BYRRILL CREEK,NSW,2484,153.22,-28.44
BYWONG,NSW,2621,149.33,-35.17
CABARITA,NSW,2137,151.12,-33.84
CABARITA BEACH,NSW,2488,153.57,-28.33
CABBAGE TREE ISLAND,NSW,2430,153.46,-28.98
CABBAGE TREE ISLAND,NSW,2477,153.46,-28.98
CABRAMATTA,NSW,2166,150.94,-33.9
CABRAMATTA WEST,NSW,2166,150.91,-33.9
CABRAMURRA,NSW,2629,148.38,-35.94
CADGEE,NSW,2545,149.89,-36.15
CADIA,NSW,2800,149.01,-33.44
CAERLEON,NSW,2850,149.55,-32.57
CAFFREYS FLAT,NSW,2424,152.07,-31.79
CAIRNCROSS,NSW,2446,152.68,-31.34
CALALA,NSW,2340,150.94,-31.13
CALAMIA,NSW,2460,153.1,-29.84
CALARIE,NSW,2871,148.01,-33.31
CALDERWOOD,NSW,2527,150.71,-34.55
CALDWELL,NSW,2710,144.5,-35.63
CALGA,NSW,2250,151.23,-33.43
CALIFAT,NSW,2729,148.09,-35.23
CALIMO,NSW,2710,144.59,-35.42
CALLAGHAN,NSW,2308,151.7,-32.9
CALLAGHANS CREEK,NSW,2422,152.03,-31.85
CALLALA BAY,NSW,2540,150.72,-35
CALLALA BEACH,NSW,2540,150.7,-35.01
CALLIOPE,NSW,2462,153.07,-29.61
CALOOLA,NSW,2795,149.44,-33.61
CAMBALONG,NSW,2632,149.11,-36.87
CAMBERWELL,NSW,2330,151.09,-32.48
CAMBEWARRA,NSW,2540,150.58,-34.83
CAMBEWARRA VILLAGE,NSW,2540,150.56,-34.82
CAMBOON,NSW,2849,149.96,-32.7
CAMBRA,NSW,2420,151.87,-32.45
CAMBRIDGE GARDENS,NSW,2747,150.72,-33.74
CAMBRIDGE PARK,NSW,2747,150.72,-33.75
CAMBRIDGE PLATEAU,NSW,2469,152.73,-28.81
CAMDEN,NSW,2570,150.7,-34.05
CAMDEN HEAD,NSW,2443,152.83,-31.64
CAMDEN PARK,NSW,2570,150.7,-34.1
CAMDEN SOUTH,NSW,2570,150.7,-34.08
CAMELLIA,NSW,2142,151.03,-33.82
CAMERON PARK,NSW,2285,151.61,-32.91
CAMERONS CREEK,NSW,2359,151.11,-30.4
CAMIRA,NSW,2469,152.93,-29.22
CAMMERAY,NSW,2062,151.21,-33.82
CAMP CREEK,NSW,4385,150.89,-28.7
CAMPBELLTOWN,NSW,2560,150.81,-34.07
CAMPERDOWN,NSW,2050,151.18,-33.89
CAMPSIE,NSW,2194,151.1,-33.91
CAMPVALE,NSW,2318,151.86,-32.77
CAMS WHARF,NSW,2281,151.62,-33.13
CANADA BAY,NSW,2046,151.12,-33.86
CANADIAN LEAD,NSW,2850,149.59,-32.41
CANBELEGO,NSW,2835,146.27,-31.52
CANDELO,NSW,2550,149.69,-36.77
CANGAI,NSW,2460,152.47,-29.5
CANIABA,NSW,2480,153.21,-28.85
CANLEY HEIGHTS,NSW,2166,150.93,-33.88
CANLEY VALE,NSW,2166,150.94,-33.89
CANOBOLAS,NSW,2800,149.02,-33.33
CANOELANDS,NSW,2157,151.06,-33.51
CANONBA,NSW,2825,147.39,-31.31
CANOWINDRA,NSW,2804,148.66,-33.57
CANTERBURY,NSW,2193,151.12,-33.91
CANTON BEACH,NSW,2263,151.55,-33.27
CANYONLEIGH,NSW,2577,150.12,-34.59
CAPARRA,NSW,2429,152.25,-31.73
CAPEEN CREEK,NSW,2469,152.65,-28.55
CAPERTEE,NSW,2846,149.98,-33.14
CAPOOMPETA,NSW,2371,152.04,-29.4
CAPTAINS FLAT,NSW,2623,149.45,-35.59
CARABOST,NSW,2650,147.73,-35.6
CARAGABAL,NSW,2810,147.74,-33.84
CARCALGONG,NSW,2850,149.72,-32.88
CARCOAR,NSW,2791,149.14,-33.62
CARDIFF,NSW,2285,151.66,-32.94
CARDIFF HEIGHTS,NSW,2285,151.67,-32.94
CARDIFF SOUTH,NSW,2285,151.67,-32.95
CAREY BAY,NSW,2283,151.61,-33.03
CARGO,NSW,2800,148.81,-33.42
CARINDA,NSW,2831,147.69,-30.46
CARINGBAH,NSW,2229,151.12,-34.04
CARINGBAH SOUTH,NSW,2229,151.12,-34.06
CARLAMINDA,NSW,2630,149.3,-36.26
CARLINGFORD,NSW,2118,151.05,-33.78
CARLTON,NSW,2218,151.12,-33.97
CARNES HILL,NSW,2171,150.85,-33.94
CARNHAM,NSW,2460,152.59,-29.32
CAROOL,NSW,2486,153.43,-28.23
CAROONA,NSW,2343,150.43,-31.41
CARRABOLLA,NSW,2311,151.38,-32.24
CARRAI,NSW,2440,152.25,-30.83
CARRAMAR,NSW,2163,150.96,-33.88
CARRATHOOL,NSW,2711,145.43,-34.41
CARRAWABBITY,NSW,2871,147.85,-33.37
CARRICK,NSW,2580,149.9,-34.71
CARRINGTON,NSW,2294,151.77,-32.91
CARRINGTON,NSW,2324,151.77,-32.91
CARRINGTON FALLS,NSW,2577,150.65,-34.65
CARROLL,NSW,2340,150.45,-30.99
CARROLLS CREEK,NSW,2372,152.1,-28.82
CARROWBROOK,NSW,2330,151.3,-32.28
CARRS CREEK,NSW,2460,152.94,-29.66
CARRS ISLAND,NSW,2460,152.91,-29.67
CARRS PENINSULA,NSW,2460,151.21,-33.86
CARSS PARK,NSW,2221,151.12,-33.98
CARTWRIGHT,NSW,2168,150.89,-33.93
CARTWRIGHTS HILL,NSW,2650,147.39,-35.08
CARWELL,NSW,2849,149.91,-32.85
CARWOOLA,NSW,2620,149.33,-35.37
CASCADE,NSW,2453,152.79,-30.23
CASINO,NSW,2470,153.05,-28.86
CASSILIS,NSW,2329,149.98,-32.01
CASTLE COVE,NSW,2069,151.21,-33.79
CASTLE DOYLE,NSW,2350,151.76,-30.64
CASTLE HILL,NSW,2154,151,-33.73
CASTLE ROCK,NSW,2333,150.73,-32.26
CASTLECRAG,NSW,2068,151.21,-33.8
CASTLEREAGH,NSW,2749,150.68,-33.67
CASUARINA,NSW,2487,153.57,-28.29
CASULA,NSW,2170,150.9,-33.95
CATALINA,NSW,2536,150.19,-35.72
CATARACT,NSW,2560,150.84,-34.39
CATHCART,NSW,2632,149.39,-36.84
CATHERINE FIELD,NSW,2557,150.76,-33.99
CATHERINE HILL BAY,NSW,2281,151.63,-33.15
CATHUNDRAL,NSW,2823,147.79,-31.97
CATTAI,NSW,2756,150.91,-33.56
CATTLE CREEK,NSW,2339,150.24,-31.76
CAVAN,NSW,2582,148.85,-35.02
CAVES BEACH,NSW,2281,151.65,-33.1
CAWDOR,NSW,2570,150.67,-34.11
CAWONGLA,NSW,2474,153.1,-28.6
CECIL HILLS,NSW,2171,150.85,-33.89
CECIL PARK,NSW,2178,150.84,-33.87
CEDAR BRUSH CREEK,NSW,2259,151.28,-33.19
CEDAR CREEK,NSW,2325,151.19,-32.86
CEDAR CREEK,NSW,2484,151.19,-32.86
CEDAR PARTY,NSW,2429,152.38,-31.81
CEDAR POINT,NSW,2474,153,-28.68
CELLS RIVER,NSW,2424,152.09,-31.65
CENTENNIAL PARK,NSW,2021,151.23,-33.89
CENTRAL COLO,NSW,2756,150.8,-33.42
CENTRAL MACDONALD,NSW,2775,150.98,-33.34
CENTRAL MANGROVE,NSW,2250,151.24,-33.29
CENTRAL TILBA,NSW,2546,150.08,-36.31
CESSNOCK,NSW,2325,151.36,-32.83
CHAELUNDI,NSW,2460,152.44,-29.98
CHAIN VALLEY BAY,NSW,2259,151.57,-33.17
CHAKOLA,NSW,2630,149.18,-36.1
CHAMBIGNE,NSW,2460,152.72,-29.83
CHARBON,NSW,2848,149.97,-32.88
CHARLES STURT UNIVERSITY,NSW,2678,147.35,-35.06
CHARLESTOWN,NSW,2290,151.7,-32.96
CHARLEYS FOREST,NSW,2622,150,-35.36
CHARLOTTE BAY,NSW,2428,152.51,-32.35
CHARLTON,NSW,2795,149.64,-33.67
CHARMHAVEN,NSW,2263,151.5,-33.23
CHATHAM VALLEY,NSW,2787,149.88,-33.84
CHATSBURY,NSW,2580,149.78,-34.54
CHATSWOOD,NSW,2067,151.18,-33.8
CHATSWOOD WEST,NSW,2067,151.17,-33.79
CHATSWORTH,NSW,2469,153.25,-29.37
CHEERO POINT,NSW,2083,151.19,-33.51
CHELTENHAM,NSW,2119,151.08,-33.76
CHERRY TREE HILL,NSW,2360,151,-29.53
CHERRYBROOK,NSW,2126,151.04,-33.72
CHESTER HILL,NSW,2162,151,-33.88
CHICHESTER,NSW,2420,151.62,-32.2
CHIFLEY,NSW,2036,151.24,-33.97
CHILCOTTS CREEK,NSW,2339,150.81,-31.67
CHILCOTTS GRASS,NSW,2480,153.35,-28.83
CHILLINGHAM,NSW,2484,153.28,-28.31
CHINDERAH,NSW,2487,153.55,-28.24
CHINNOCK,NSW,2550,149.94,-36.71
CHIPPENDALE,NSW,2008,151.2,-33.88
CHIPPING NORTON,NSW,2170,150.95,-33.92
CHISHOLM,NSW,2322,151.63,-32.76
CHISWICK,NSW,2046,151.14,-33.85
CHITTAWAY BAY,NSW,2261,151.43,-33.33
CHITTAWAY POINT,NSW,2261,151.44,-33.32
CHOWAN CREEK,NSW,2484,153.39,-28.46
CHULLORA,NSW,2190,151.05,-33.89
CHURCH POINT,NSW,2105,151.28,-33.65
CLANDULLA,NSW,2848,149.95,-32.91
CLARE,NSW,2711,143.91,-33.44
CLAREMONT MEADOWS,NSW,2747,150.75,-33.78
CLARENCE,NSW,2790,150.22,-33.48
CLARENCE TOWN,NSW,2321,151.78,-32.59
CLARENDON,NSW,2756,150.79,-33.61
CLARENZA,NSW,2460,152.96,-29.72
CLAYMORE,NSW,2559,150.81,-34.04
CLEAR CREEK,NSW,2795,149.69,-33.31
CLEAR RANGE,NSW,2620,149.13,-35.68
CLEARFIELD,NSW,2469,152.91,-29.15
CLEMTON PARK,NSW,2206,151.1,-33.93
CLERGATE,NSW,2800,149.11,-33.19
CLEVELAND,NSW,2530,150.77,-34.5
CLIFDEN,NSW,2460,152.94,-29.51
CLIFTLEIGH,NSW,2321,151.52,-32.78
CLIFTON,NSW,2515,150.97,-34.26
CLIFTON GROVE,NSW,2800,149.15,-33.25
CLONTARF,NSW,2093,151.25,-33.81
CLOTHIERS CREEK,NSW,2484,153.48,-28.33
CLOUDS CREEK,NSW,2453,152.65,-30.1
CLOVASS,NSW,2480,153.15,-28.87
CLOVELLY,NSW,2031,151.26,-33.91
CLUNES,NSW,2480,153.41,-28.73
CLYBUCCA,NSW,2440,152.94,-30.94
CLYDE,NSW,2142,151.01,-33.84
CLYDESDALE,NSW,2330,151.2,-32.56
COAL POINT,NSW,2283,151.61,-33.04
COALCLIFF,NSW,2508,150.97,-34.25
COALDALE,NSW,2460,152.81,-29.39
COASTERS RETREAT,NSW,2108,151.3,-33.6
COBAKI,NSW,2486,153.46,-28.2
COBAKI LAKES,NSW,2486,153.47,-28.18
COBAR,NSW,2835,145.84,-31.5
COBAR PARK,NSW,2790,150.16,-33.47
COBARGO,NSW,2550,149.89,-36.39
COBARK,NSW,2422,151.68,-31.91
COBBADAH,NSW,2347,150.58,-30.23
COBBITTY,NSW,2570,150.69,-34.02
COBRAMUNGA,NSW,2732,143.87,-35.4
COCKWHY,NSW,2539,150.32,-35.56
CODRINGTON,NSW,2471,153.24,-28.97
COFFEE CAMP,NSW,2480,153.22,-28.65
COFFS HARBOUR,NSW,2450,153.12,-30.3
COGGAN,NSW,2849,150.1,-32.36
COGRA BAY,NSW,2083,151.22,-33.52
COILA,NSW,2537,150.09,-36.01
COLDSTREAM,NSW,2462,153.11,-29.62
COLEAMBALLY,NSW,2707,145.88,-34.8
COLEBEE,NSW,2761,150.85,-33.73
COLEDALE,NSW,2515,150.94,-34.29
COLINROOBIE,NSW,2700,146.58,-34.45
COLINTON,NSW,2626,149.16,-35.86
COLLARENEBRI,NSW,2833,148.58,-29.54
COLLAROY,NSW,2097,151.3,-33.73
COLLAROY PLATEAU,NSW,2097,151.29,-33.73
COLLECTOR,NSW,2581,149.44,-34.91
COLLENDINA,NSW,2646,146.23,-35.97
COLLERINA,NSW,2839,146.66,-29.7
COLLIE,NSW,2827,148.31,-31.66
COLLINGULLIE,NSW,2650,147.13,-35.09
COLLINGWOOD,NSW,2850,149.45,-32.6
COLLINS CREEK,NSW,2474,153.03,-28.47
COLLOMBATTI,NSW,2440,152.74,-30.94
COLLUM COLLUM,NSW,2460,152.47,-29.24
COLLY BLUE,NSW,2343,150.14,-31.46
COLO,NSW,2756,150.83,-33.43
COLO,NSW,2795,150.83,-33.43
COLO HEIGHTS,NSW,2756,150.72,-33.37
COLO VALE,NSW,2575,150.48,-34.4
COLONGRA,NSW,2262,151.54,-33.21
COLYTON,NSW,2760,150.8,-33.79
COMARA,NSW,2440,152.37,-30.77
COMBANING,NSW,2666,147.67,-34.46
COMBARA,NSW,2829,148.38,-31.12
COMBERTON,NSW,2540,150.63,-34.97
COMBO,NSW,2330,151.18,-32.55
COMBOYNE,NSW,2429,152.47,-31.6
COME BY CHANCE,NSW,2832,148.49,-30.37
COMERONG ISLAND,NSW,2540,150.74,-34.87
COMMISSIONERS CREEK,NSW,2484,153.32,-28.49
COMO,NSW,2226,151.07,-34
COMOBELLA,NSW,2820,148.97,-32.35
CONARGO,NSW,2710,145.18,-35.3
CONCORD,NSW,2137,151.1,-33.86
CONCORD WEST,NSW,2138,151.09,-33.85
CONDELL PARK,NSW,2200,151.01,-33.92
CONDOBOLIN,NSW,2877,147.15,-33.09
CONDONG,NSW,2484,153.44,-28.31
CONEAC,NSW,2422,151.82,-31.85
CONGARINNI,NSW,2447,152.88,-30.75
CONGARINNI NORTH,NSW,2447,152.91,-30.7
CONGEWAI,NSW,2325,151.33,-32.99
CONGO,NSW,2537,150.15,-35.95
CONIMBIA,NSW,2829,148.05,-30.75
CONISTON,NSW,2500,150.89,-34.44
CONJOLA,NSW,2539,150.44,-35.22
CONJOLA PARK,NSW,2539,150.44,-35.26
CONNELLS POINT,NSW,2221,151.1,-33.99
CONSTITUTION HILL,NSW,2145,150.97,-33.79
COOGEE,NSW,2034,151.26,-33.92
COOKAMIDGERA,NSW,2870,148.3,-33.2
COOKARDINIA,NSW,2650,147.23,-35.56
COOKS GAP,NSW,2850,149.72,-32.37
COOKS HILL,NSW,2300,151.77,-32.93
COOKS MYALLS,NSW,2870,148,-33.03
COOLABAH,NSW,2831,146.71,-31.03
COOLAC,NSW,2727,148.16,-34.9
COOLAGOLITE,NSW,2550,149.97,-36.44
